# TDA Hydrogen Analysis Results - Generated by TDA Analysis System
# Generated: 2025-07-08T02:36:42.964486
#
# === EXPERIMENT INFORMATION ===
# Experiment Name: 19-05-25 SS316L_sample(32)_300C_18hours 2025-05-20 15-20-13
# Source Folder: C:/Users/matth/OneDrive - The University of Manchester/PhD/Second year progress report/My data/TDA/19-05-25 SS316L_sample(32)_300C_18hours 2025-05-20 15-20-13
# Extraction Date: 2025-07-08T02:36:42.963487
# Operator: SYSTEM
#
# === SAMPLE PARAMETERS ===
# Sample Weight: 5.0 g
# Flow Rate: 20.0 ml/min
# Cycle Time: 5.0 minutes
#
# === DATA QUALITY SUMMARY ===
# Total Runs Attempted: 216
# Successful Runs: 216
# Failed Runs: 0
# Data Quality Score: Excellent (100.0% success rate)
#
# === CALCULATED RESULTS SUMMARY ===
# Total Hydrogen Released: 0.714868 ppm
# Maximum Evolution Rate: 0.02415511 ppm/min
# Average Evolution Rate: 0.00066191 ppm/min
# Experiment Duration: 1075.0 minutes (17.92 hours)
#
# === COLUMN DEFINITIONS ===
# Run: Sequential run number from GC analysis
# Timestamp: Date and time of measurement (MM/DD/YYYY HH:MM:SS)
# Time_minutes: Minutes elapsed from start of experiment
# Peak_Area_µVs: Raw peak area from chromatograph (µV*s)
# Peak_Height_µV: Raw peak height from chromatograph (µV)
# H_ppm_per_min: Calculated hydrogen evolution rate (ppm/min)
# H_ppm_over_cycle: Hydrogen evolved during this cycle (ppm)
# Cumulative_H_ppm: Total cumulative hydrogen evolved (ppm)
# Quality_Flags: Data quality indicators (outlier, low_signal, etc.)
#
Run,Timestamp,Time_minutes,Peak_Area_µVs,Peak_Height_µV,H_ppm_per_min,H_ppm_over_cycle,Cumulative_H_ppm,Quality_Flags
1,1747750851,0.00,279881.00000,49146.79297,0.02038019,0.10190096,0.10190096,
2,1747751171,5.00,331721.90625,58718.14062,0.02415511,0.12077555,0.22267651,
3,1747751495,10.00,266401.65625,46973.23047,0.01939866,0.09699331,0.31966982,
4,1747751819,15.00,197791.89062,33932.56250,0.01440268,0.07201341,0.39168323,
5,1747752143,20.00,137613.26562,22265.57617,0.01002063,0.05010317,0.44178639,
6,1747752465,25.00,97273.03125,14444.05859,0.00708316,0.03541582,0.47720221,
7,1747752789,30.00,70139.07812,9903.27051,0.00510734,0.02553671,0.50273892,
8,1747753113,35.00,54777.84375,7256.54932,0.00398878,0.01994389,0.52268281,
9,1747753437,40.00,44492.32812,5633.41992,0.00323981,0.01619907,0.53888188,
10,1747753761,45.00,36663.38281,4537.49023,0.00266973,0.01334865,0.55223053,
11,1747754082,50.00,30620.07617,3812.86108,0.00222967,0.01114836,0.56337889,
12,1747754406,55.00,28121.71680,3408.68896,0.00204775,0.01023874,0.57361764,
13,1747754730,60.00,24523.37305,3016.22607,0.00178573,0.00892864,0.58254627,
14,1747755054,65.00,21123.61523,2549.42822,0.00153817,0.00769083,0.59023710,
15,1747755377,70.00,18941.15820,2244.32007,0.00137924,0.00689622,0.59713332,
16,1747755701,75.00,17096.72852,2029.99548,0.00124494,0.00622469,0.60335802,
17,1747756025,80.00,13243.12695,1617.16296,0.00096433,0.00482165,0.60817966,
18,1747756349,85.00,13031.54199,1569.33008,0.00094892,0.00474461,0.61292427,
19,1747756670,90.00,12776.91504,1480.07153,0.00093038,0.00465191,0.61757618,
20,1747756994,95.00,9820.78418,1124.71570,0.00071512,0.00357562,0.62115180,
21,1747757318,100.00,9645.33594,1094.07886,0.00070235,0.00351174,0.62466354,
22,1747757641,105.00,8605.68457,1012.41089,0.00062664,0.00313322,0.62779675,
23,1747757965,110.00,8545.06055,1015.59338,0.00062223,0.00311114,0.63090790,
24,1747758289,115.00,6453.90381,771.07733,0.00046996,0.00234978,0.63325768,
25,1747758613,120.00,6604.13916,826.57416,0.00048090,0.00240448,0.63566216,
26,1747758934,125.00,5908.91992,722.85687,0.00043027,0.00215136,0.63781352,
27,1747759258,130.00,8838.47266,964.36835,0.00064359,0.00321797,0.64103149,
28,1747759582,135.00,6654.28369,815.37079,0.00048455,0.00242274,0.64345422,
29,,140.00,2.00000,0.00000,0.00000015,0.00000073,0.64345495,low_signal
30,1747760229,145.00,3548.78662,639.92413,0.00025841,0.00129207,0.64474702,
31,,150.00,2.00000,0.00000,0.00000015,0.00000073,0.64474775,low_signal
32,1747760878,155.00,4293.23828,532.91425,0.00031262,0.00156311,0.64631086,
33,1747761199,160.00,5465.33789,669.57941,0.00039797,0.00198986,0.64830071,
34,1747761523,165.00,5326.23975,628.67389,0.00038784,0.00193921,0.65023993,
35,1747761847,170.00,4276.25049,519.34033,0.00031139,0.00155693,0.65179685,
36,1747762172,175.00,4842.60303,509.06577,0.00035263,0.00176313,0.65355998,
37,,180.00,2.00000,0.00000,0.00000015,0.00000073,0.65356071,low_signal
38,1747762820,185.00,3514.81299,462.77725,0.00025594,0.00127970,0.65484041,
39,1747763143,190.00,3003.43262,408.48981,0.00021870,0.00109351,0.65593392,
40,,195.00,2.00000,0.00000,0.00000015,0.00000073,0.65593464,low_signal
41,,200.00,2.00000,0.00000,0.00000015,0.00000073,0.65593537,low_signal
42,1747764113,205.00,4096.35303,502.18625,0.00029829,0.00149143,0.65742680,
43,1747764437,210.00,2630.82227,491.71912,0.00019157,0.00095785,0.65838465,
44,1747764761,215.00,3051.83618,424.42065,0.00022223,0.00111113,0.65949578,
45,1747765085,220.00,2418.21631,429.90396,0.00017609,0.00088044,0.66037622,
46,1747765408,225.00,4050.82739,493.33121,0.00029497,0.00147485,0.66185107,
47,1747765732,230.00,2811.45801,343.41907,0.00020472,0.00102361,0.66287469,
48,1747766056,235.00,2638.65674,396.87686,0.00019214,0.00096070,0.66383539,
49,1747766379,240.00,1988.47180,314.38739,0.00014480,0.00072398,0.66455936,
50,,245.00,2.00000,0.00000,0.00000015,0.00000073,0.66456009,low_signal
51,1747767025,250.00,2253.41479,315.38800,0.00016409,0.00082044,0.66538053,
52,,255.00,2.00000,0.00000,0.00000015,0.00000073,0.66538126,low_signal
53,,260.00,2.00000,0.00000,0.00000015,0.00000073,0.66538199,low_signal
54,,265.00,2.00000,0.00000,0.00000015,0.00000073,0.66538271,low_signal
55,1747768315,270.00,3287.38696,371.55942,0.00023938,0.00119689,0.66657961,
56,1747768636,275.00,2460.00098,285.90369,0.00017913,0.00089565,0.66747526,
57,1747768957,280.00,2250.75977,310.68015,0.00016389,0.00081947,0.66829473,
58,1747769281,285.00,1689.45508,228.06677,0.00012302,0.00061511,0.66890984,
59,,290.00,2.00000,0.00000,0.00000015,0.00000073,0.66891057,low_signal
60,1747769926,295.00,2270.20728,345.47244,0.00016531,0.00082655,0.66973712,
61,,300.00,2.00000,0.00000,0.00000015,0.00000073,0.66973785,low_signal
62,,305.00,2.00000,0.00000,0.00000015,0.00000073,0.66973858,low_signal
63,1747770894,310.00,2289.29004,300.31427,0.00016670,0.00083350,0.67057208,
64,1747771219,315.00,1997.93958,287.70001,0.00014548,0.00072742,0.67129950,
65,1747771544,320.00,2482.06128,306.13461,0.00018074,0.00090369,0.67220319,
66,,325.00,2.00000,0.00000,0.00000015,0.00000073,0.67220392,low_signal
67,1747772190,330.00,2432.01538,332.26608,0.00017709,0.00088546,0.67308938,
68,,335.00,2.00000,0.00000,0.00000015,0.00000073,0.67309011,low_signal
69,,340.00,2.00000,0.00000,0.00000015,0.00000073,0.67309084,low_signal
70,1747773162,345.00,2079.74414,328.21649,0.00015144,0.00075721,0.67384805,
71,1747773485,350.00,3077.75366,410.98944,0.00022411,0.00112057,0.67496861,
72,1747773809,355.00,1326.80151,269.98813,0.00009661,0.00048307,0.67545169,
73,1747774133,360.00,1608.35645,319.09079,0.00011712,0.00058558,0.67603727,
74,,365.00,2.00000,0.00000,0.00000015,0.00000073,0.67603799,low_signal
75,1747774778,370.00,1555.70715,248.05174,0.00011328,0.00056641,0.67660441,
76,1747775100,375.00,1850.99023,303.61325,0.00013478,0.00067392,0.67727833,
77,,380.00,2.00000,0.00000,0.00000015,0.00000073,0.67727906,low_signal
78,1747775748,385.00,1951.35620,290.00797,0.00014209,0.00071046,0.67798952,
79,1747776072,390.00,1837.76709,277.92212,0.00013382,0.00066911,0.67865863,
80,,395.00,2.00000,0.00000,0.00000015,0.00000073,0.67865935,low_signal
81,,400.00,2.00000,0.00000,0.00000015,0.00000073,0.67866008,low_signal
82,1747777042,405.00,2175.60181,263.14542,0.00015842,0.00079211,0.67945219,
83,,410.00,2.00000,0.00000,0.00000015,0.00000073,0.67945292,low_signal
84,1747777686,415.00,1848.92407,250.52306,0.00013463,0.00067317,0.68012609,
85,1747778007,420.00,1301.56238,200.98103,0.00009478,0.00047388,0.68059997,
86,1747778331,425.00,921.09393,224.77899,0.00006707,0.00033536,0.68093533,
87,,430.00,2.00000,0.00000,0.00000015,0.00000073,0.68093605,low_signal
88,1747778979,435.00,1983.29114,244.80717,0.00014442,0.00072209,0.68165814,
